"";"scientificName";"decimalLatitude";"decimalLongitude";"family";"genus";"species"
"1074";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,082964;10,189268;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1075";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,076336;10,205458;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1076";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,08085;10,190616;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1077";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,078071;10,197375;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1078";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,050768;10,155369;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1079";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,067315;10,183961;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1080";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,055406;10,183842;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1081";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,082295;10,21676;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1082";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,063629;10,170476;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1083";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,06372;10,168233;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1084";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,072652;10,208549;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1085";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,070666;10,210499;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1086";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,073759;10,217279;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1087";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,071224;10,21679;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1088";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,050645;10,155229;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1089";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,050254;10,158509;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1090";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,071249;10,205238;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1091";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,0831;10,189384;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1092";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,084242;10,19;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1093";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,078791;10,196353;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1094";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,078292;10,197535;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1095";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,079386;10,199309;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1096";"Cerastium fontanum var. vulgare (Hartm.) Greuter & Burdet";56,076294;10,205498;"Caryophyllaceae";"Cerastium";"Cerastium holosteoides"
"1097";"Cirsium arvense (L.) Scop.";56,055694;10,173135;"Asteraceae";"Cirsium";"Cirsium arvense"
"1098";"Cirsium arvense (L.) Scop.";56,052012;10,212634;"Asteraceae";"Cirsium";"Cirsium arvense"
"1099";"Cirsium arvense (L.) Scop.";56,069082;10,187693;"Asteraceae";"Cirsium";"Cirsium arvense"
"1100";"Cirsium arvense (L.) Scop.";56,068082;10,185981;"Asteraceae";"Cirsium";"Cirsium arvense"
"1101";"Cirsium arvense (L.) Scop.";56,054792;10,16701;"Asteraceae";"Cirsium";"Cirsium arvense"
"1102";"Cirsium arvense (L.) Scop.";56,055323;10,184161;"Asteraceae";"Cirsium";"Cirsium arvense"
"1103";"Cirsium arvense (L.) Scop.";56,06385;10,169003;"Asteraceae";"Cirsium";"Cirsium arvense"
"1104";"Cirsium arvense (L.) Scop.";56,063629;10,170476;"Asteraceae";"Cirsium";"Cirsium arvense"
"1105";"Cirsium arvense (L.) Scop.";56,070666;10,210499;"Asteraceae";"Cirsium";"Cirsium arvense"
"1106";"Cirsium arvense (L.) Scop.";56,071224;10,21679;"Asteraceae";"Cirsium";"Cirsium arvense"
"1107";"Cirsium arvense (L.) Scop.";56,070298;10,157076;"Asteraceae";"Cirsium";"Cirsium arvense"
"1108";"Cirsium arvense (L.) Scop.";56,050235;10,170007;"Asteraceae";"Cirsium";"Cirsium arvense"
"1109";"Cirsium arvense (L.) Scop.";56,079386;10,199309;"Asteraceae";"Cirsium";"Cirsium arvense"
"1110";"Cirsium arvense (L.) Scop.";56,077996;10,186531;"Asteraceae";"Cirsium";"Cirsium arvense"
"1111";"Cirsium arvense (L.) Scop.";56,084155;10,189398;"Asteraceae";"Cirsium";"Cirsium arvense"
"1112";"Cirsium arvense (L.) Scop.";56,082899;10,189229;"Asteraceae";"Cirsium";"Cirsium arvense"
"1113";"Cirsium arvense (L.) Scop.";56,076336;10,205458;"Asteraceae";"Cirsium";"Cirsium arvense"
"1114";"Cirsium arvense (L.) Scop.";56,079897;10,191601;"Asteraceae";"Cirsium";"Cirsium arvense"
"1115";"Cirsium arvense (L.) Scop.";56,078292;10,197535;"Asteraceae";"Cirsium";"Cirsium arvense"
"1116";"Cirsium arvense (L.) Scop.";56,050254;10,158509;"Asteraceae";"Cirsium";"Cirsium arvense"
"1117";"Cirsium arvense (L.) Scop.";56,059566;10,198115;"Asteraceae";"Cirsium";"Cirsium arvense"
"1118";"Cirsium arvense (L.) Scop.";56,052191;10,212322;"Asteraceae";"Cirsium";"Cirsium arvense"
"1119";"Cirsium arvense (L.) Scop.";56,055406;10,183842;"Asteraceae";"Cirsium";"Cirsium arvense"
"1120";"Cirsium arvense (L.) Scop.";56,06372;10,168233;"Asteraceae";"Cirsium";"Cirsium arvense"
"1121";"Cirsium arvense (L.) Scop.";56,059367;10,188819;"Asteraceae";"Cirsium";"Cirsium arvense"
"1122";"Cirsium arvense (L.) Scop.";56,066384;10,181109;"Asteraceae";"Cirsium";"Cirsium arvense"
"1123";"Cirsium arvense (L.) Scop.";56,070666;10,210499;"Asteraceae";"Cirsium";"Cirsium arvense"
"1124";"Cirsium arvense (L.) Scop.";56,071224;10,21679;"Asteraceae";"Cirsium";"Cirsium arvense"
"1125";"Cirsium arvense (L.) Scop.";56,050254;10,158509;"Asteraceae";"Cirsium";"Cirsium arvense"
"1126";"Cirsium arvense (L.) Scop.";56,083129;10,189202;"Asteraceae";"Cirsium";"Cirsium arvense"
"1127";"Cirsium arvense (L.) Scop.";56,084242;10,19;"Asteraceae";"Cirsium";"Cirsium arvense"
"1128";"Cirsium arvense (L.) Scop.";56,078698;10,184572;"Asteraceae";"Cirsium";"Cirsium arvense"
"1129";"Cirsium arvense (L.) Scop.";56,078292;10,197535;"Asteraceae";"Cirsium";"Cirsium arvense"
"1130";"Cirsium arvense (L.) Scop.";56,076294;10,205498;"Asteraceae";"Cirsium";"Cirsium arvense"
"1131";"Galium aparine L.";56,052012;10,212634;"Rubiaceae";"Galium";"Galium aparine"
"1132";"Galium aparine L.";56,048506;10,204344;"Rubiaceae";"Galium";"Galium aparine"
"1133";"Galium aparine L.";56,082295;10,21676;"Rubiaceae";"Galium";"Galium aparine"
"1134";"Galium aparine L.";56,059314;10,18862;"Rubiaceae";"Galium";"Galium aparine"
"1135";"Galium aparine L.";56,067315;10,183961;"Rubiaceae";"Galium";"Galium aparine"
"1136";"Galium aparine L.";56,054792;10,16701;"Rubiaceae";"Galium";"Galium aparine"
"1137";"Galium aparine L.";56,055323;10,184161;"Rubiaceae";"Galium";"Galium aparine"
"1138";"Galium aparine L.";56,063603;10,170409;"Rubiaceae";"Galium";"Galium aparine"
"1139";"Galium aparine L.";56,070666;10,210499;"Rubiaceae";"Galium";"Galium aparine"
"1140";"Galium aparine L.";56,073681;10,217234;"Rubiaceae";"Galium";"Galium aparine"
"1141";"Galium aparine L.";56,073115;10,215699;"Rubiaceae";"Galium";"Galium aparine"
"1142";"Galium aparine L.";56,079292;10,200273;"Rubiaceae";"Galium";"Galium aparine"
"1143";"Galium aparine L.";56,078759;10,179806;"Rubiaceae";"Galium";"Galium aparine"
"1144";"Galium aparine L.";56,082899;10,189229;"Rubiaceae";"Galium";"Galium aparine"
"1145";"Galium aparine L.";56,079524;10,203205;"Rubiaceae";"Galium";"Galium aparine"
"1146";"Galium aparine L.";56,07967;10,196557;"Rubiaceae";"Galium";"Galium aparine"
"1147";"Galium aparine L.";56,079897;10,191601;"Rubiaceae";"Galium";"Galium aparine"
"1148";"Galium aparine L.";56,050254;10,158509;"Rubiaceae";"Galium";"Galium aparine"
"1149";"Galium aparine L.";56,067315;10,183961;"Rubiaceae";"Galium";"Galium aparine"
"1150";"Galium aparine L.";56,055406;10,183842;"Rubiaceae";"Galium";"Galium aparine"
"1151";"Galium aparine L.";56,080907;10,213451;"Rubiaceae";"Galium";"Galium aparine"
"1152";"Galium aparine L.";56,063629;10,170476;"Rubiaceae";"Galium";"Galium aparine"
"1153";"Galium aparine L.";56,06372;10,168233;"Rubiaceae";"Galium";"Galium aparine"
"1154";"Galium aparine L.";56,059487;10,189299;"Rubiaceae";"Galium";"Galium aparine"
"1155";"Galium aparine L.";56,066384;10,181109;"Rubiaceae";"Galium";"Galium aparine"
"1156";"Galium aparine L.";56,072779;10,208351;"Rubiaceae";"Galium";"Galium aparine"
"1157";"Galium aparine L.";56,070666;10,210499;"Rubiaceae";"Galium";"Galium aparine"
"1158";"Galium aparine L.";56,073931;10,217441;"Rubiaceae";"Galium";"Galium aparine"
"1159";"Galium aparine L.";56,070471;10,216561;"Rubiaceae";"Galium";"Galium aparine"
"1160";"Galium aparine L.";56,073114;10,215877;"Rubiaceae";"Galium";"Galium aparine"
"1161";"Galium aparine L.";56,050504;10,156846;"Rubiaceae";"Galium";"Galium aparine"
"1162";"Galium aparine L.";56,07151;10,205879;"Rubiaceae";"Galium";"Galium aparine"
"1163";"Galium aparine L.";56,078698;10,184572;"Rubiaceae";"Galium";"Galium aparine"
"1164";"Iris pseudacorus L.";56,065713;10,18609;"Iridaceae";"Iris";"Iris pseudacorus"
"1165";"Iris pseudacorus L.";56,066265;10,179015;"Iridaceae";"Iris";"Iris pseudacorus"
"1166";"Iris pseudacorus L.";56,079283;10,199588;"Iridaceae";"Iris";"Iris pseudacorus"
"1167";"Iris pseudacorus L.";56,065119;10,181746;"Iridaceae";"Iris";"Iris pseudacorus"
"1168";"Iris pseudacorus L.";56,068215;10,210563;"Iridaceae";"Iris";"Iris pseudacorus"
"1169";"Iris pseudacorus L.";56,059136;10,217469;"Iridaceae";"Iris";"Iris pseudacorus"
"1170";"Iris pseudacorus L.";56,073951;10,154553;"Iridaceae";"Iris";"Iris pseudacorus"
"1171";"Iris pseudacorus L.";56,059314;10,18862;"Iridaceae";"Iris";"Iris pseudacorus"
"1172";"Iris pseudacorus L.";56,067315;10,183961;"Iridaceae";"Iris";"Iris pseudacorus"
"1173";"Iris pseudacorus L.";56,055348;10,182331;"Iridaceae";"Iris";"Iris pseudacorus"
"1174";"Iris pseudacorus L.";56,072779;10,208351;"Iridaceae";"Iris";"Iris pseudacorus"
"1175";"Iris pseudacorus L.";56,073681;10,217234;"Iridaceae";"Iris";"Iris pseudacorus"
"1176";"Iris pseudacorus L.";56,066232;10,196041;"Iridaceae";"Iris";"Iris pseudacorus"
"1177";"Iris pseudacorus L.";56,065105;10,182055;"Iridaceae";"Iris";"Iris pseudacorus"
"1178";"Iris pseudacorus L.";56,081923;10,181803;"Iridaceae";"Iris";"Iris pseudacorus"
"1179";"Iris pseudacorus L.";56,082059;10,179898;"Iridaceae";"Iris";"Iris pseudacorus"
"1180";"Iris pseudacorus L.";56,079386;10,199309;"Iridaceae";"Iris";"Iris pseudacorus"
"1181";"Iris pseudacorus L.";56,079897;10,191601;"Iridaceae";"Iris";"Iris pseudacorus"
"1182";"Iris pseudacorus L.";56,079897;10,191601;"Iridaceae";"Iris";"Iris pseudacorus"
"1183";"Iris pseudacorus L.";56,050531;10,156879;"Iridaceae";"Iris";"Iris pseudacorus"
"1184";"Iris pseudacorus L.";56,067315;10,183961;"Iridaceae";"Iris";"Iris pseudacorus"
"1185";"Iris pseudacorus L.";56,055384;10,182316;"Iridaceae";"Iris";"Iris pseudacorus"
"1186";"Iris pseudacorus L.";56,082295;10,21676;"Iridaceae";"Iris";"Iris pseudacorus"
"1187";"Iris pseudacorus L.";56,059367;10,188819;"Iridaceae";"Iris";"Iris pseudacorus"
"1188";"Iris pseudacorus L.";56,066384;10,181109;"Iridaceae";"Iris";"Iris pseudacorus"
"1189";"Iris pseudacorus L.";56,072779;10,208351;"Iridaceae";"Iris";"Iris pseudacorus"
"1190";"Iris pseudacorus L.";56,073931;10,217441;"Iridaceae";"Iris";"Iris pseudacorus"
"1191";"Iris pseudacorus L.";56,070471;10,216561;"Iridaceae";"Iris";"Iris pseudacorus"
"1192";"Iris pseudacorus L.";56,050504;10,156846;"Iridaceae";"Iris";"Iris pseudacorus"
"1193";"Iris pseudacorus L.";56,079386;10,199309;"Iridaceae";"Iris";"Iris pseudacorus"
"1194";"Iris pseudacorus L.";56,079522;10,20257;"Iridaceae";"Iris";"Iris pseudacorus"
"1195";"Lathyrus pratensis L.";56,071888;10,185904;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1196";"Lathyrus pratensis L.";56,082295;10,21676;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1197";"Lathyrus pratensis L.";56,059367;10,188819;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1198";"Lathyrus pratensis L.";56,063603;10,170409;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1199";"Lathyrus pratensis L.";56,071394;10,205811;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1200";"Lathyrus pratensis L.";56,07257;10,209591;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1201";"Lathyrus pratensis L.";56,071982;10,216861;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1202";"Lathyrus pratensis L.";56,079292;10,200273;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1203";"Lathyrus pratensis L.";56,079052;10,180454;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1204";"Lathyrus pratensis L.";56,077996;10,186531;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1205";"Lathyrus pratensis L.";56,07957;10,187719;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1206";"Lathyrus pratensis L.";56,084155;10,189398;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1207";"Lathyrus pratensis L.";56,082964;10,189268;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1208";"Lathyrus pratensis L.";56,07967;10,196557;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1209";"Lathyrus pratensis L.";56,079897;10,191601;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1210";"Lathyrus pratensis L.";56,078292;10,197535;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1211";"Lathyrus pratensis L.";56,050254;10,158509;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1212";"Lathyrus pratensis L.";56,080907;10,213451;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1213";"Lathyrus pratensis L.";56,063556;10,170616;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1214";"Lathyrus pratensis L.";56,071249;10,205238;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1215";"Lathyrus pratensis L.";56,072652;10,208549;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1216";"Lathyrus pratensis L.";56,073759;10,217279;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1217";"Lathyrus pratensis L.";56,050254;10,158509;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1218";"Lathyrus pratensis L.";56,079626;10,185594;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1219";"Lathyrus pratensis L.";56,07151;10,205879;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1220";"Lathyrus pratensis L.";56,079171;10,181132;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1221";"Lathyrus pratensis L.";56,084242;10,19;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1222";"Lathyrus pratensis L.";56,084259;10,196308;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1223";"Lathyrus pratensis L.";56,079933;10,191757;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1224";"Lathyrus pratensis L.";56,078292;10,197535;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1225";"Lathyrus pratensis L.";56,079529;10,199975;"Fabaceae";"Lathyrus";"Lathyrus pratensis"
"1226";"Veronica beccabunga L.";56,083971;10,189362;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1227";"Veronica beccabunga L.";56,082295;10,21676;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1228";"Veronica beccabunga L.";56,059367;10,188819;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1229";"Veronica beccabunga L.";56,067315;10,183961;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1230";"Veronica beccabunga L.";56,054841;10,166739;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1231";"Veronica beccabunga L.";56,063629;10,170476;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1232";"Veronica beccabunga L.";56,072779;10,208351;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1233";"Veronica beccabunga L.";56,073681;10,217234;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1234";"Veronica beccabunga L.";56,071224;10,21679;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1235";"Veronica beccabunga L.";56,077996;10,186531;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1236";"Veronica beccabunga L.";56,08411;10,190105;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1237";"Veronica beccabunga L.";56,082964;10,189268;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1238";"Veronica beccabunga L.";56,079522;10,202571;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1239";"Veronica beccabunga L.";56,079897;10,191601;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1240";"Veronica beccabunga L.";56,050254;10,158509;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1241";"Veronica beccabunga L.";56,06798;10,185607;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1242";"Veronica beccabunga L.";56,055406;10,183842;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1243";"Veronica beccabunga L.";56,082295;10,21676;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1244";"Veronica beccabunga L.";56,063629;10,170476;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1245";"Veronica beccabunga L.";56,066384;10,181109;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1246";"Veronica beccabunga L.";56,071438;10,205925;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1247";"Veronica beccabunga L.";56,072652;10,208549;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1248";"Veronica beccabunga L.";56,073759;10,217279;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1249";"Veronica beccabunga L.";56,070976;10,210858;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1250";"Veronica beccabunga L.";56,071224;10,21679;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1251";"Veronica beccabunga L.";56,050254;10,158509;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1252";"Veronica beccabunga L.";56,071249;10,205238;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1253";"Veronica beccabunga L.";56,078759;10,179806;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1254";"Veronica beccabunga L.";56,0831;10,189384;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1255";"Veronica beccabunga L.";56,084238;10,189724;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1256";"Veronica beccabunga L.";56,079933;10,191757;"Plantaginaceae";"Veronica";"Veronica beccabunga"
"1257";"Silene dioica (L.) Clairv.";56,066244;10,178569;"Caryophyllaceae";"Silene";"Silene dioica"
"1258";"Silene dioica (L.) Clairv.";56,06607;10,178788;"Caryophyllaceae";"Silene";"Silene dioica"
"1259";"Silene dioica (L.) Clairv.";56,069699;10,161273;"Caryophyllaceae";"Silene";"Silene dioica"
"1260";"Silene dioica (L.) Clairv.";56,064503;10,192425;"Caryophyllaceae";"Silene";"Silene dioica"
"1261";"Silene dioica (L.) Clairv.";56,068604;10,189026;"Caryophyllaceae";"Silene";"Silene dioica"
"1262";"Silene dioica (L.) Clairv.";56,073719;10,167722;"Caryophyllaceae";"Silene";"Silene dioica"
"1263";"Silene dioica (L.) Clairv.";56,064725;10,19305;"Caryophyllaceae";"Silene";"Silene dioica"
"1264";"Silene dioica (L.) Clairv.";56,067116;10,161252;"Caryophyllaceae";"Silene";"Silene dioica"
"1265";"Silene dioica (L.) Clairv.";56,082295;10,21676;"Caryophyllaceae";"Silene";"Silene dioica"
"1266";"Silene dioica (L.) Clairv.";56,059367;10,188819;"Caryophyllaceae";"Silene";"Silene dioica"
"1267";"Silene dioica (L.) Clairv.";56,067315;10,183961;"Caryophyllaceae";"Silene";"Silene dioica"
"1268";"Silene dioica (L.) Clairv.";56,055323;10,184161;"Caryophyllaceae";"Silene";"Silene dioica"
"1269";"Silene dioica (L.) Clairv.";56,071249;10,205238;"Caryophyllaceae";"Silene";"Silene dioica"
"1270";"Silene dioica (L.) Clairv.";56,06934;10,187769;"Caryophyllaceae";"Silene";"Silene dioica"
"1271";"Silene dioica (L.) Clairv.";56,069253;10,165247;"Caryophyllaceae";"Silene";"Silene dioica"
"1272";"Silene dioica (L.) Clairv.";56,066342;10,179032;"Caryophyllaceae";"Silene";"Silene dioica"
"1273";"Silene dioica (L.) Clairv.";56,070666;10,210499;"Caryophyllaceae";"Silene";"Silene dioica"
"1274";"Silene dioica (L.) Clairv.";56,065955;10,174947;"Caryophyllaceae";"Silene";"Silene dioica"
"1275";"Silene dioica (L.) Clairv.";56,065389;10,173037;"Caryophyllaceae";"Silene";"Silene dioica"
"1276";"Silene dioica (L.) Clairv.";56,079522;10,202571;"Caryophyllaceae";"Silene";"Silene dioica"
"1277";"Silene dioica (L.) Clairv.";56,050254;10,158509;"Caryophyllaceae";"Silene";"Silene dioica"
"1278";"Silene dioica (L.) Clairv.";56,067315;10,183961;"Caryophyllaceae";"Silene";"Silene dioica"
"1279";"Silene dioica (L.) Clairv.";56,082295;10,21676;"Caryophyllaceae";"Silene";"Silene dioica"
"1280";"Silene dioica (L.) Clairv.";56,059367;10,188819;"Caryophyllaceae";"Silene";"Silene dioica"
"1281";"Silene dioica (L.) Clairv.";56,066384;10,181109;"Caryophyllaceae";"Silene";"Silene dioica"
"1282";"Silene dioica (L.) Clairv.";56,071438;10,205925;"Caryophyllaceae";"Silene";"Silene dioica"
"1283";"Silene dioica (L.) Clairv.";56,070666;10,210499;"Caryophyllaceae";"Silene";"Silene dioica"
"1284";"Silene dioica (L.) Clairv.";56,050254;10,158509;"Caryophyllaceae";"Silene";"Silene dioica"
"1285";"Silene dioica (L.) Clairv.";56,07151;10,205879;"Caryophyllaceae";"Silene";"Silene dioica"
"1286";"Silene dioica (L.) Clairv.";56,07957;10,201262;"Caryophyllaceae";"Silene";"Silene dioica"
"1287";"Argentina anserina (L.) Rydb.";56,079707;10,199557;"Rosaceae";"Argentina";"Argentina anserina"
"1288";"Argentina anserina (L.) Rydb.";56,052734;10,212807;"Rosaceae";"Argentina";"Argentina anserina"
"1289";"Argentina anserina (L.) Rydb.";56,082295;10,21676;"Rosaceae";"Argentina";"Argentina anserina"
"1290";"Argentina anserina (L.) Rydb.";56,067315;10,183961;"Rosaceae";"Argentina";"Argentina anserina"
"1291";"Argentina anserina (L.) Rydb.";56,055323;10,184161;"Rosaceae";"Argentina";"Argentina anserina"
"1292";"Argentina anserina (L.) Rydb.";56,063603;10,170409;"Rosaceae";"Argentina";"Argentina anserina"
"1293";"Argentina anserina (L.) Rydb.";56,069953;10,207051;"Rosaceae";"Argentina";"Argentina anserina"
"1294";"Argentina anserina (L.) Rydb.";56,080929;10,190808;"Rosaceae";"Argentina";"Argentina anserina"
"1295";"Argentina anserina (L.) Rydb.";56,079386;10,199309;"Rosaceae";"Argentina";"Argentina anserina"
"1296";"Argentina anserina (L.) Rydb.";56,084155;10,189398;"Rosaceae";"Argentina";"Argentina anserina"
"1297";"Argentina anserina (L.) Rydb.";56,082899;10,189229;"Rosaceae";"Argentina";"Argentina anserina"
"1298";"Argentina anserina (L.) Rydb.";56,084259;10,196308;"Rosaceae";"Argentina";"Argentina anserina"
"1299";"Argentina anserina (L.) Rydb.";56,07967;10,196557;"Rosaceae";"Argentina";"Argentina anserina"
"1300";"Argentina anserina (L.) Rydb.";56,079897;10,191601;"Rosaceae";"Argentina";"Argentina anserina"
"1301";"Argentina anserina (L.) Rydb.";56,050768;10,155369;"Rosaceae";"Argentina";"Argentina anserina"
"1302";"Argentina anserina (L.) Rydb.";56,050254;10,158509;"Rosaceae";"Argentina";"Argentina anserina"
"1303";"Argentina anserina (L.) Rydb.";56,052258;10,211909;"Rosaceae";"Argentina";"Argentina anserina"
"1304";"Argentina anserina (L.) Rydb.";56,055406;10,183842;"Rosaceae";"Argentina";"Argentina anserina"
"1305";"Argentina anserina (L.) Rydb.";56,082295;10,21676;"Rosaceae";"Argentina";"Argentina anserina"
"1306";"Argentina anserina (L.) Rydb.";56,063629;10,170476;"Rosaceae";"Argentina";"Argentina anserina"
"1307";"Argentina anserina (L.) Rydb.";56,06372;10,168233;"Rosaceae";"Argentina";"Argentina anserina"
"1308";"Argentina anserina (L.) Rydb.";56,070666;10,210499;"Rosaceae";"Argentina";"Argentina anserina"
"1309";"Argentina anserina (L.) Rydb.";56,050645;10,155229;"Rosaceae";"Argentina";"Argentina anserina"
"1310";"Argentina anserina (L.) Rydb.";56,050254;10,158509;"Rosaceae";"Argentina";"Argentina anserina"
"1311";"Argentina anserina (L.) Rydb.";56,08088;10,190956;"Rosaceae";"Argentina";"Argentina anserina"
"1312";"Argentina anserina (L.) Rydb.";56,083129;10,189202;"Rosaceae";"Argentina";"Argentina anserina"
"1313";"Argentina anserina (L.) Rydb.";56,084242;10,19;"Rosaceae";"Argentina";"Argentina anserina"
"1314";"Argentina anserina (L.) Rydb.";56,079933;10,191757;"Rosaceae";"Argentina";"Argentina anserina"
"1315";"Argentina anserina (L.) Rydb.";56,079529;10,199975;"Rosaceae";"Argentina";"Argentina anserina"
"1316";"Trifolium repens L.";56,069606;10,191758;"Fabaceae";"Trifolium";"Trifolium repens"
"1317";"Trifolium repens L.";56,048506;10,204344;"Fabaceae";"Trifolium";"Trifolium repens"
"1318";"Trifolium repens L.";56,064694;10,206699;"Fabaceae";"Trifolium";"Trifolium repens"
"1319";"Trifolium repens L.";56,061912;10,165807;"Fabaceae";"Trifolium";"Trifolium repens"
"1320";"Trifolium repens L.";56,067315;10,183961;"Fabaceae";"Trifolium";"Trifolium repens"
